#	step	a0	a1	b0	b1	c0	c1	d0	d1	nLineages
0	9980	4	2	1	1	2	2	2	4	709
1	9980	4	2	1	1	2	2	2	4	709
2	9980	4	2	1	1	2	2	2	4	709
3	9980	4	2	1	1	2	2	2	4	709
4	9980	4	2	1	1	2	2	2	4	709
5	9980	2	1	8	4	1	1	8	1	709
6	9980	4	2	1	1	2	2	2	4	709
7	9980	4	2	1	1	2	2	2	4	709
8	9980	2	1	8	4	1	1	8	1	709
9	9980	2	1	8	4	1	1	8	1	709
10	9980	2	1	8	4	1	1	8	1	709
11	9980	2	1	8	4	1	1	8	1	709
12	9980	4	2	1	1	2	2	2	4	709
13	9980	2	1	8	4	1	1	8	1	709
14	9980	2	1	8	4	1	1	8	1	709
15	9980	4	2	1	1	2	2	2	4	709
16	9980	4	2	1	1	2	2	2	4	709
17	9980	2	1	8	4	1	1	8	1	709
18	9980	4	2	1	1	2	2	2	4	709
19	9980	2	1	8	4	1	1	8	1	709
20	9980	4	2	1	1	2	2	2	4	709
21	9980	4	2	1	1	2	2	2	4	709
22	9980	2	1	8	4	1	1	8	1	709
23	9980	2	1	8	4	1	1	8	1	709
24	9980	4	2	1	1	2	2	2	4	709
25	9980	4	2	1	1	2	2	2	4	709
26	9980	2	1	8	4	1	1	8	1	709
27	9980	4	2	1	1	2	2	2	4	709
28	9980	4	2	1	1	2	2	2	4	709
29	9980	2	1	8	4	1	1	8	1	709
30	9980	4	2	1	1	2	2	2	4	709
31	9980	4	2	1	1	2	2	2	4	709
32	9980	4	2	1	1	2	2	2	4	709
33	9980	2	1	8	4	1	1	8	1	709
34	9980	4	2	1	1	2	2	2	4	709
35	9980	4	2	1	1	2	2	2	4	709
36	9980	4	2	1	1	2	2	2	4	709
37	9980	4	2	1	1	2	2	2	4	709
38	9980	2	1	8	4	1	1	8	1	709
39	9980	2	1	8	4	1	1	8	1	709
40	9980	4	2	1	1	2	2	2	4	709
41	9980	4	2	1	1	2	2	2	4	709
42	9980	4	2	1	1	2	2	2	4	709
43	9980	2	1	8	4	1	1	8	1	709
44	9980	4	2	1	1	2	2	2	4	709
45	9980	4	2	1	1	2	2	2	4	709
46	9980	4	2	1	1	2	2	2	4	709
47	9980	4	2	1	1	2	2	2	4	709
48	9980	4	2	1	1	2	2	2	4	709
49	9980	4	2	1	1	2	2	2	4	709
50	9980	4	2	1	1	2	2	2	4	709
51	9980	4	2	1	1	2	2	2	4	709
52	9980	2	1	8	4	1	1	8	1	709
53	9980	2	1	8	4	1	1	8	1	709
54	9980	2	1	8	4	1	1	8	1	709
55	9980	4	2	1	1	2	2	2	4	709
56	9980	4	2	1	1	2	2	2	4	709
57	9980	2	1	8	4	1	1	8	1	709
58	9980	2	1	8	4	1	1	8	1	709
59	9980	2	1	8	4	1	1	8	1	709
60	9980	4	2	1	1	2	2	2	4	709
61	9980	2	1	8	4	1	1	8	1	709
62	9980	2	1	8	4	1	1	8	1	709
63	9980	2	1	8	4	1	1	8	1	709
64	9980	2	1	8	4	1	1	8	1	709
65	9980	2	1	8	4	1	1	8	1	709
66	9980	2	1	8	4	1	1	8	1	709
67	9980	2	1	8	4	1	1	8	1	709
68	9980	4	2	1	1	2	2	2	4	709
69	9980	4	2	1	1	2	2	2	4	709
70	9980	2	1	8	4	1	1	8	1	709
71	9980	2	1	8	4	1	1	8	1	709
72	9980	4	2	1	1	2	2	2	4	709
73	9980	2	1	8	4	1	1	8	1	709
74	9980	4	2	1	1	2	2	2	4	709
75	9980	2	1	8	4	1	1	8	1	709
76	9980	2	1	8	4	1	1	8	1	709
77	9980	2	1	8	4	1	1	8	1	709
78	9980	2	1	8	4	1	1	8	1	709
79	9980	4	2	1	1	2	2	2	4	709
80	9980	2	1	8	4	1	1	8	1	709
81	9980	4	2	1	1	2	2	2	4	709
82	9980	4	2	1	1	2	2	2	4	709
83	9980	2	1	8	4	1	1	8	1	709
84	9980	4	2	1	1	2	2	2	4	709
85	9980	4	2	1	1	2	2	2	4	709
86	9980	4	2	1	1	2	2	2	4	709
87	9980	2	1	8	4	1	1	8	1	709
88	9980	4	2	1	1	2	2	2	4	709
89	9980	4	2	1	1	2	2	2	4	709
90	9980	4	2	1	1	2	2	2	4	709
91	9980	2	1	8	4	1	1	8	1	709
92	9980	2	1	8	4	1	1	8	1	709
93	9980	2	1	8	4	1	1	8	1	709
94	9980	2	1	8	4	1	1	8	1	709
95	9980	4	2	1	1	2	2	2	4	709
96	9980	4	2	1	1	2	2	2	4	709
97	9980	4	2	1	1	2	2	2	4	709
98	9980	4	2	1	1	2	2	2	4	709
99	9980	4	2	1	1	2	2	2	4	709
100	9980	4	2	1	1	2	2	2	4	709
101	9980	4	2	1	1	2	2	2	4	709
102	9980	4	2	1	1	2	2	2	4	709
103	9980	4	2	1	1	2	2	2	4	709
104	9980	2	1	8	4	1	1	8	1	709
105	9980	2	1	8	4	1	1	8	1	709
106	9980	2	1	8	4	1	1	8	1	709
107	9980	4	2	1	1	2	2	2	4	709
108	9980	4	2	1	1	2	2	2	4	709
109	9980	4	2	1	1	2	2	2	4	709
110	9980	2	1	8	4	1	1	8	1	709
111	9980	4	2	1	1	2	2	2	4	709
112	9980	2	1	8	4	1	1	8	1	709
113	9980	4	2	1	1	2	2	2	4	709
114	9980	2	1	8	4	1	1	8	1	709
115	9980	4	2	1	1	2	2	2	4	709
116	9980	4	2	1	1	2	2	2	4	709
117	9980	4	2	1	1	2	2	2	4	709
118	9980	4	2	1	1	2	2	2	4	709
